 format: day,hour,forecast,value  location:51_129 Start : 20221229 
 29,1700,+69,321.000000 
 29,1700,+70,323.000000 
 29,2000,+6,3.000000 
 29,2000,+7,347.000000 
 29,2000,+8,326.000000 
 29,2000,+9,313.000000 
 29,2000,+10,309.000000 
 29,2000,+11,311.000000 
 29,2000,+12,315.000000 
 29,2000,+13,320.000000 
 29,2000,+14,323.000000 
 29,2000,+15,324.000000 
 29,2000,+16,333.000000 
 29,2000,+17,343.000000 
 29,2000,+18,351.000000 
 29,2000,+19,8.000000 
 29,2000,+20,38.000000 
 29,2000,+21,75.000000 
 29,2000,+22,90.000000 
 29,2000,+23,101.000000 
 29,2000,+24,104.000000 
 29,2000,+25,107.000000 
 29,2000,+26,100.000000 
 29,2000,+27,90.000000 
 29,2000,+28,98.000000 
 29,2000,+29,90.000000 
 29,2000,+30,101.000000 
 29,2000,+31,256.000000 
 29,2000,+32,258.000000 
 29,2000,+33,256.000000 
 29,2000,+34,253.000000 
 29,2000,+35,249.000000 
 29,2000,+36,249.000000 
 29,2000,+37,257.000000 
 29,2000,+38,263.000000 
 29,2000,+39,266.000000 
 29,2000,+40,272.000000 
 29,2000,+41,276.000000 
 29,2000,+42,276.000000 
 29,2000,+43,272.000000 
 29,2000,+44,270.000000 
 29,2000,+45,274.000000 
 29,2000,+46,290.000000 
 29,2000,+47,309.000000 
 29,2000,+48,326.000000 
 29,2000,+49,339.000000 
 29,2000,+50,344.000000 
 29,2000,+51,346.000000 
 29,2000,+52,345.000000 
 29,2000,+53,340.000000 
 29,2000,+54,333.000000 
 29,2000,+55,327.000000 
 29,2000,+56,325.000000 
 29,2000,+57,324.000000 
 29,2000,+58,326.000000 
 29,2000,+59,327.000000 
 29,2000,+60,322.000000 
 29,2000,+61,322.000000 
 29,2000,+62,325.000000 
 29,2000,+63,328.000000 
 29,2000,+64,324.000000 
 29,2000,+65,320.000000 
 29,2000,+66,323.000000 
 29,2000,+67,324.000000 
 29,2300,+6,313.000000 
 29,2300,+7,309.000000 
 29,2300,+8,311.000000 
 29,2300,+9,315.000000 
 29,2300,+10,320.000000 
 29,2300,+11,323.000000 
 29,2300,+12,324.000000 
 29,2300,+13,333.000000 
 29,2300,+14,343.000000 
 29,2300,+15,351.000000 
 29,2300,+16,8.000000 
 29,2300,+17,38.000000 
 29,2300,+18,75.000000 
 29,2300,+19,90.000000 
 29,2300,+20,101.000000 
 29,2300,+21,104.000000 
 29,2300,+22,107.000000 
 29,2300,+23,100.000000 
 29,2300,+24,90.000000 
 29,2300,+25,98.000000 
 29,2300,+26,90.000000 
 29,2300,+27,101.000000 
 29,2300,+28,256.000000 
 29,2300,+29,258.000000 
 29,2300,+30,256.000000 
 29,2300,+31,253.000000 
 29,2300,+32,249.000000 
 29,2300,+33,249.000000 
 29,2300,+34,257.000000 
 29,2300,+35,263.000000 
 29,2300,+36,266.000000 
 29,2300,+37,272.000000 
 29,2300,+38,276.000000 
 29,2300,+39,276.000000 
 29,2300,+40,272.000000 
 29,2300,+41,270.000000 
 29,2300,+42,274.000000 
 29,2300,+43,290.000000 
 29,2300,+44,309.000000 
 29,2300,+45,326.000000 
 29,2300,+46,339.000000 
 29,2300,+47,344.000000 
 29,2300,+48,346.000000 
 29,2300,+49,345.000000 
 29,2300,+50,340.000000 
 29,2300,+51,333.000000 
 29,2300,+52,327.000000 
 29,2300,+53,325.000000 
 29,2300,+54,324.000000 
 29,2300,+55,326.000000 
 29,2300,+56,327.000000 
 29,2300,+57,322.000000 
 29,2300,+58,322.000000 
 29,2300,+59,325.000000 
 29,2300,+60,328.000000 
 29,2300,+61,324.000000 
 29,2300,+62,320.000000 
 29,2300,+63,323.000000 
 29,2300,+64,324.000000 
